,source,compare,col_iguais,col_diferentes,col_dificuldade,country,total_col
4789,USA_CSV0000000000033847__7.csv,USA_CSV0000000000034882.csv,40,58,0.5918367346938775,USA,98
4792,USA_CSV0000000000033847__7.csv,USA_CSV0000000000033847.csv,40,58,0.5918367346938775,USA,98
4794,USA_CSV0000000000033847__7.csv,USA_CSV0000000000037101__9.csv,16,46,0.7419354838709677,USA,62
4795,USA_CSV0000000000033847__7.csv,USA_CSV0000000000037101__8.csv,16,46,0.7419354838709677,USA,62
4796,USA_CSV0000000000033847__7.csv,USA_CSV0000000000037101__7.csv,16,46,0.7419354838709677,USA,62
4797,USA_CSV0000000000033847__7.csv,USA_CSV0000000000037101__6.csv,16,46,0.7419354838709677,USA,62
4800,USA_CSV0000000000033847__8.csv,USA_CSV0000000000037101__6.csv,16,46,0.7419354838709677,USA,62
4801,USA_CSV0000000000033847__8.csv,USA_CSV0000000000037101__8.csv,16,46,0.7419354838709677,USA,62
4804,USA_CSV0000000000033847__9.csv,USA_CSV0000000000037101__8.csv,16,46,0.7419354838709677,USA,62
4805,USA_CSV0000000000033847__9.csv,USA_CSV0000000000037101__9.csv,16,46,0.7419354838709677,USA,62
4809,USA_CSV0000000000033874.csv,USA_CSV0000000000033252.csv,11,27,0.7105263157894737,USA,38
4810,USA_CSV0000000000033874.csv,USA_CSV0000000000031647.csv,9,27,0.75,USA,36
4811,USA_CSV0000000000033874.csv,USA_CSV0000000000005707.csv,10,25,0.7142857142857143,USA,35
4812,USA_CSV0000000000033874.csv,USA_CSV0000000000035932.csv,9,30,0.7692307692307693,USA,39
4825,USA_CSV0000000000033963.csv,USA_CSV0000000000031568.csv,22,9,0.2903225806451613,USA,31
4996,USA_CSV0000000000034070__20.csv,USA_CSV0000000000033169.csv,17,54,0.7605633802816901,USA,71
5002,USA_CSV0000000000034070__21.csv,USA_CSV0000000000033169.csv,17,54,0.7605633802816901,USA,71
5010,USA_CSV0000000000034070__21.csv,USA_CSV0000000000033169__21.csv,8,25,0.7575757575757576,USA,33
5015,USA_CSV0000000000034070__22.csv,USA_CSV0000000000033169.csv,17,54,0.7605633802816901,USA,71
5025,USA_CSV0000000000034070__22.csv,USA_CSV0000000000033169__20.csv,8,25,0.7575757575757576,USA,33
5028,USA_CSV0000000000034070__23.csv,USA_CSV0000000000033169.csv,17,54,0.7605633802816901,USA,71
5035,USA_CSV0000000000034070__23.csv,USA_CSV0000000000033169__20.csv,8,25,0.7575757575757576,USA,33
5038,USA_CSV0000000000034070__23.csv,USA_CSV0000000000033169__21.csv,8,25,0.7575757575757576,USA,33
5039,USA_CSV0000000000034070__23.csv,USA_CSV0000000000033169__24.csv,8,25,0.7575757575757576,USA,33
5043,USA_CSV0000000000034070__24.csv,USA_CSV0000000000033169.csv,16,56,0.7777777777777778,USA,72
5045,USA_CSV0000000000034070__24.csv,USA_CSV0000000000034070.csv,20,57,0.7402597402597403,USA,77
5053,USA_CSV0000000000034070__24.csv,USA_CSV0000000000033169__21.csv,8,25,0.7575757575757576,USA,33
5054,USA_CSV0000000000034070__24.csv,USA_CSV0000000000033169__24.csv,8,25,0.7575757575757576,USA,33
5056,USA_CSV0000000000034070__24.csv,USA_CSV0000000000033169__23.csv,8,25,0.7575757575757576,USA,33
5126,USA_CSV0000000000034107.csv,USA_CSV0000000000036256.csv,23,9,0.28125,USA,32
5134,USA_CSV0000000000034251.csv,USA_CSV0000000000032754.csv,15,19,0.5588235294117647,USA,34
5135,USA_CSV0000000000034251.csv,USA_CSV0000000000035866.csv,15,19,0.5588235294117647,USA,34
5136,USA_CSV0000000000034251.csv,USA_CSV0000000000031899.csv,15,19,0.5588235294117647,USA,34
5137,USA_CSV0000000000034251.csv,USA_CSV0000000000034355.csv,15,17,0.53125,USA,32
5138,USA_CSV0000000000034251.csv,USA_CSV0000000000032579.csv,15,19,0.5588235294117647,USA,34
5140,USA_CSV0000000000034251.csv,USA_CSV0000000000036256.csv,17,18,0.5142857142857142,USA,35
5143,USA_CSV0000000000034251.csv,USA_CSV0000000000036187.csv,16,19,0.5428571428571428,USA,35
5160,USA_CSV0000000000034366.csv,USA_CSV0000000000035353.csv,16,17,0.5151515151515151,USA,33
5168,USA_CSV0000000000034366.csv,USA_CSV0000000000037163.csv,16,17,0.5151515151515151,USA,33
5170,USA_CSV0000000000034366.csv,USA_CSV0000000000035712.csv,16,17,0.5151515151515151,USA,33
5181,USA_CSV0000000000034454.csv,USA_CSV0000000000035353.csv,16,17,0.5151515151515151,USA,33
5209,USA_CSV0000000000034707__0.csv,USA_CSV0000000000034707__14.csv,11,36,0.7659574468085106,USA,47
5210,USA_CSV0000000000034707__0.csv,USA_CSV0000000000034707__10.csv,11,36,0.7659574468085106,USA,47
5211,USA_CSV0000000000034707__0.csv,USA_CSV0000000000034707__13.csv,11,36,0.7659574468085106,USA,47
5212,USA_CSV0000000000034707__0.csv,USA_CSV0000000000034707__11.csv,11,36,0.7659574468085106,USA,47
5213,USA_CSV0000000000034707__0.csv,USA_CSV0000000000034707__12.csv,11,36,0.7659574468085106,USA,47
5215,USA_CSV0000000000034707__1.csv,USA_CSV0000000000034707__10.csv,11,36,0.7659574468085106,USA,47
5216,USA_CSV0000000000034707__1.csv,USA_CSV0000000000034707__12.csv,11,36,0.7659574468085106,USA,47
5217,USA_CSV0000000000034707__1.csv,USA_CSV0000000000034707__14.csv,11,36,0.7659574468085106,USA,47
5218,USA_CSV0000000000034707__1.csv,USA_CSV0000000000034707__13.csv,11,36,0.7659574468085106,USA,47
5219,USA_CSV0000000000034707__1.csv,USA_CSV0000000000034707__11.csv,11,36,0.7659574468085106,USA,47
5221,USA_CSV0000000000034707__10.csv,USA_CSV0000000000036757.csv,26,40,0.6060606060606061,USA,66
5222,USA_CSV0000000000034707__10.csv,USA_CSV0000000000034707__2.csv,11,36,0.7659574468085106,USA,47
5223,USA_CSV0000000000034707__10.csv,USA_CSV0000000000034707__4.csv,11,36,0.7659574468085106,USA,47
5224,USA_CSV0000000000034707__10.csv,USA_CSV0000000000034707__1.csv,11,36,0.7659574468085106,USA,47
5225,USA_CSV0000000000034707__10.csv,USA_CSV0000000000034707__0.csv,11,36,0.7659574468085106,USA,47
5226,USA_CSV0000000000034707__10.csv,USA_CSV0000000000034707__3.csv,11,36,0.7659574468085106,USA,47
5230,USA_CSV0000000000034707__11.csv,USA_CSV0000000000036757.csv,26,40,0.6060606060606061,USA,66
5231,USA_CSV0000000000034707__11.csv,USA_CSV0000000000034707__2.csv,11,36,0.7659574468085106,USA,47
5232,USA_CSV0000000000034707__11.csv,USA_CSV0000000000034707__4.csv,11,36,0.7659574468085106,USA,47
5233,USA_CSV0000000000034707__11.csv,USA_CSV0000000000034707__1.csv,11,36,0.7659574468085106,USA,47
5234,USA_CSV0000000000034707__11.csv,USA_CSV0000000000034707__0.csv,11,36,0.7659574468085106,USA,47
5235,USA_CSV0000000000034707__11.csv,USA_CSV0000000000034707__3.csv,11,36,0.7659574468085106,USA,47
5238,USA_CSV0000000000034707__12.csv,USA_CSV0000000000036757.csv,26,40,0.6060606060606061,USA,66
5239,USA_CSV0000000000034707__12.csv,USA_CSV0000000000034707__2.csv,11,36,0.7659574468085106,USA,47
5240,USA_CSV0000000000034707__12.csv,USA_CSV0000000000034707__4.csv,11,36,0.7659574468085106,USA,47
5241,USA_CSV0000000000034707__12.csv,USA_CSV0000000000034707__1.csv,11,36,0.7659574468085106,USA,47
5242,USA_CSV0000000000034707__12.csv,USA_CSV0000000000034707__0.csv,11,36,0.7659574468085106,USA,47
5243,USA_CSV0000000000034707__12.csv,USA_CSV0000000000034707__3.csv,11,36,0.7659574468085106,USA,47
5246,USA_CSV0000000000034707__13.csv,USA_CSV0000000000036757.csv,26,40,0.6060606060606061,USA,66
5247,USA_CSV0000000000034707__13.csv,USA_CSV0000000000034707__2.csv,11,36,0.7659574468085106,USA,47
5248,USA_CSV0000000000034707__13.csv,USA_CSV0000000000034707__4.csv,11,36,0.7659574468085106,USA,47
5249,USA_CSV0000000000034707__13.csv,USA_CSV0000000000034707__1.csv,11,36,0.7659574468085106,USA,47
5250,USA_CSV0000000000034707__13.csv,USA_CSV0000000000034707__0.csv,11,36,0.7659574468085106,USA,47
5251,USA_CSV0000000000034707__13.csv,USA_CSV0000000000034707__3.csv,11,36,0.7659574468085106,USA,47
5254,USA_CSV0000000000034707__14.csv,USA_CSV0000000000036757.csv,26,40,0.6060606060606061,USA,66
5255,USA_CSV0000000000034707__14.csv,USA_CSV0000000000034707__2.csv,11,36,0.7659574468085106,USA,47
5256,USA_CSV0000000000034707__14.csv,USA_CSV0000000000034707__4.csv,11,36,0.7659574468085106,USA,47
5257,USA_CSV0000000000034707__14.csv,USA_CSV0000000000034707__1.csv,11,36,0.7659574468085106,USA,47
5258,USA_CSV0000000000034707__14.csv,USA_CSV0000000000034707__0.csv,11,36,0.7659574468085106,USA,47
5259,USA_CSV0000000000034707__14.csv,USA_CSV0000000000034707__3.csv,11,36,0.7659574468085106,USA,47
5263,USA_CSV0000000000034707__2.csv,USA_CSV0000000000034707__12.csv,11,36,0.7659574468085106,USA,47
5264,USA_CSV0000000000034707__2.csv,USA_CSV0000000000034707__10.csv,11,36,0.7659574468085106,USA,47
5266,USA_CSV0000000000034707__3.csv,USA_CSV0000000000034707__14.csv,11,36,0.7659574468085106,USA,47
5267,USA_CSV0000000000034707__3.csv,USA_CSV0000000000034707__10.csv,11,36,0.7659574468085106,USA,47
5268,USA_CSV0000000000034707__3.csv,USA_CSV0000000000034707__13.csv,11,36,0.7659574468085106,USA,47
5269,USA_CSV0000000000034707__3.csv,USA_CSV0000000000034707__11.csv,11,36,0.7659574468085106,USA,47
5270,USA_CSV0000000000034707__4.csv,USA_CSV0000000000034707__12.csv,11,36,0.7659574468085106,USA,47
5271,USA_CSV0000000000034707__4.csv,USA_CSV0000000000034707__10.csv,11,36,0.7659574468085106,USA,47
5272,USA_CSV0000000000034707__4.csv,USA_CSV0000000000034707__13.csv,11,36,0.7659574468085106,USA,47
5275,USA_CSV0000000000034754.csv,USA_CSV0000000000015129.csv,8,24,0.75,USA,32
5276,USA_CSV0000000000034754.csv,USA_CSV0000000000011253.csv,8,24,0.75,USA,32
5277,USA_CSV0000000000034754.csv,USA_CSV0000000000018681.csv,8,24,0.75,USA,32
5278,USA_CSV0000000000034754.csv,USA_CSV0000000000023414.csv,8,23,0.7419354838709677,USA,31
5279,USA_CSV0000000000034754.csv,USA_CSV0000000000035932.csv,8,28,0.7777777777777778,USA,36
5280,USA_CSV0000000000034754.csv,USA_CSV0000000000035790.csv,9,23,0.71875,USA,32
5281,USA_CSV0000000000034754.csv,USA_CSV0000000000034787.csv,9,24,0.7272727272727273,USA,33
5282,USA_CSV0000000000034754.csv,USA_CSV0000000000025463.csv,9,22,0.7096774193548387,USA,31
5285,USA_CSV0000000000034815.csv,USA_CSV0000000000035712.csv,16,17,0.5151515151515151,USA,33
5286,USA_CSV0000000000034815.csv,USA_CSV0000000000037163.csv,16,17,0.5151515151515151,USA,33
5290,USA_CSV0000000000034882.csv,USA_CSV0000000000033847__23.csv,46,52,0.5306122448979592,USA,98
5293,USA_CSV0000000000034882__0.csv,USA_CSV0000000000037101__5.csv,21,46,0.6865671641791045,USA,67
5294,USA_CSV0000000000034882__0.csv,USA_CSV0000000000037101__4.csv,21,46,0.6865671641791045,USA,67
5295,USA_CSV0000000000034882__0.csv,USA_CSV0000000000037101__3.csv,21,46,0.6865671641791045,USA,67
5296,USA_CSV0000000000034882__0.csv,USA_CSV0000000000037101__0.csv,21,46,0.6865671641791045,USA,67
5297,USA_CSV0000000000034882__1.csv,USA_CSV0000000000037101__5.csv,21,46,0.6865671641791045,USA,67
5298,USA_CSV0000000000034882__1.csv,USA_CSV0000000000037101__4.csv,21,46,0.6865671641791045,USA,67
5299,USA_CSV0000000000034882__1.csv,USA_CSV0000000000037101__1.csv,21,46,0.6865671641791045,USA,67
5300,USA_CSV0000000000034882__1.csv,USA_CSV0000000000037101__0.csv,21,46,0.6865671641791045,USA,67
5301,USA_CSV0000000000034882__1.csv,USA_CSV0000000000037101__2.csv,21,46,0.6865671641791045,USA,67
5314,USA_CSV0000000000034882__12.csv,USA_CSV0000000000033847__11.csv,15,46,0.7540983606557377,USA,61
5317,USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__2.csv,16,47,0.746031746031746,USA,63
5318,USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__11.csv,15,46,0.7540983606557377,USA,61
5319,USA_CSV0000000000034882__15.csv,USA_CSV0000000000034882__16.csv,33,4,0.1081081081081081,USA,37
5320,USA_CSV0000000000034882__15.csv,USA_CSV0000000000034882__12.csv,33,4,0.1081081081081081,USA,37
5321,USA_CSV0000000000034882__15.csv,USA_CSV0000000000034882.csv,33,66,0.6666666666666666,USA,99
5322,USA_CSV0000000000034882__15.csv,USA_CSV0000000000034882__13.csv,33,4,0.1081081081081081,USA,37
5323,USA_CSV0000000000034882__15.csv,USA_CSV0000000000034882__14.csv,33,4,0.1081081081081081,USA,37
5324,USA_CSV0000000000034882__15.csv,USA_CSV0000000000033847.csv,33,66,0.6666666666666666,USA,99
5325,USA_CSV0000000000034882__15.csv,USA_CSV0000000000037101.csv,33,66,0.6666666666666666,USA,99
5326,USA_CSV0000000000034882__15.csv,USA_CSV0000000000034882__17.csv,33,4,0.1081081081081081,USA,37
5328,USA_CSV0000000000034882__16.csv,USA_CSV0000000000034882__15.csv,33,4,0.1081081081081081,USA,37
5331,USA_CSV0000000000034882__2.csv,USA_CSV0000000000037101__5.csv,21,46,0.6865671641791045,USA,67
5332,USA_CSV0000000000034882__2.csv,USA_CSV0000000000037101__4.csv,21,46,0.6865671641791045,USA,67
5333,USA_CSV0000000000034882__2.csv,USA_CSV0000000000037101__1.csv,21,46,0.6865671641791045,USA,67
5334,USA_CSV0000000000034882__2.csv,USA_CSV0000000000037101__0.csv,21,46,0.6865671641791045,USA,67
5335,USA_CSV0000000000034882__2.csv,USA_CSV0000000000037101__2.csv,21,46,0.6865671641791045,USA,67
5344,USA_CSV0000000000034882__24.csv,USA_CSV0000000000034882__25.csv,27,4,0.1290322580645161,USA,31
5349,USA_CSV0000000000034882__24.csv,USA_CSV0000000000034882__20.csv,10,37,0.7872340425531915,USA,47
5350,USA_CSV0000000000034882__24.csv,USA_CSV0000000000034882__18.csv,10,37,0.7872340425531915,USA,47
5351,USA_CSV0000000000034882__24.csv,USA_CSV0000000000034882__21.csv,10,37,0.7872340425531915,USA,47
5352,USA_CSV0000000000034882__24.csv,USA_CSV0000000000034882__19.csv,10,37,0.7872340425531915,USA,47
5353,USA_CSV0000000000034882__24.csv,USA_CSV0000000000034882__22.csv,10,37,0.7872340425531915,USA,47
5354,USA_CSV0000000000034882__24.csv,USA_CSV0000000000033847__17.csv,10,39,0.7959183673469388,USA,49
5355,USA_CSV0000000000034882__24.csv,USA_CSV0000000000033847__13.csv,10,39,0.7959183673469388,USA,49
5356,USA_CSV0000000000034882__25.csv,USA_CSV0000000000034882__27.csv,27,4,0.1290322580645161,USA,31
5359,USA_CSV0000000000034882__26.csv,USA_CSV0000000000033847__15.csv,10,39,0.7959183673469388,USA,49
5360,USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__18.csv,10,37,0.7872340425531915,USA,47
5361,USA_CSV0000000000034882__26.csv,USA_CSV0000000000033847__16.csv,10,39,0.7959183673469388,USA,49
5362,USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__25.csv,27,4,0.1290322580645161,USA,31
5367,USA_CSV0000000000034882__27.csv,USA_CSV0000000000034882__25.csv,27,4,0.1290322580645161,USA,31
5372,USA_CSV0000000000034882__27.csv,USA_CSV0000000000034882__20.csv,10,37,0.7872340425531915,USA,47
5373,USA_CSV0000000000034882__27.csv,USA_CSV0000000000034882__21.csv,10,37,0.7872340425531915,USA,47
5374,USA_CSV0000000000034882__27.csv,USA_CSV0000000000034882__22.csv,10,37,0.7872340425531915,USA,47
5375,USA_CSV0000000000034882__27.csv,USA_CSV0000000000034882__19.csv,10,37,0.7872340425531915,USA,47
5376,USA_CSV0000000000034882__27.csv,USA_CSV0000000000033847__13.csv,10,39,0.7959183673469388,USA,49
5379,USA_CSV0000000000034882__28.csv,USA_CSV0000000000034882__25.csv,27,4,0.1290322580645161,USA,31
5384,USA_CSV0000000000034882__28.csv,USA_CSV0000000000034882__18.csv,10,37,0.7872340425531915,USA,47
5385,USA_CSV0000000000034882__28.csv,USA_CSV0000000000034882__20.csv,10,37,0.7872340425531915,USA,47
5386,USA_CSV0000000000034882__28.csv,USA_CSV0000000000034882__21.csv,10,37,0.7872340425531915,USA,47
5387,USA_CSV0000000000034882__28.csv,USA_CSV0000000000034882__19.csv,10,37,0.7872340425531915,USA,47
5388,USA_CSV0000000000034882__28.csv,USA_CSV0000000000034882__22.csv,10,37,0.7872340425531915,USA,47
5389,USA_CSV0000000000034882__28.csv,USA_CSV0000000000033847__15.csv,10,39,0.7959183673469388,USA,49
5390,USA_CSV0000000000034882__28.csv,USA_CSV0000000000033847__13.csv,10,39,0.7959183673469388,USA,49
5391,USA_CSV0000000000034882__28.csv,USA_CSV0000000000033847__12.csv,10,39,0.7959183673469388,USA,49
5392,USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__16.csv,10,39,0.7959183673469388,USA,49
5393,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__23.csv,10,37,0.7872340425531915,USA,47
5394,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__18.csv,10,37,0.7872340425531915,USA,47
5395,USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__12.csv,10,39,0.7959183673469388,USA,49
5396,USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__25.csv,14,44,0.7586206896551724,USA,58
5397,USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__9.csv,9,32,0.7804878048780488,USA,41
5399,USA_CSV0000000000034882__3.csv,USA_CSV0000000000037101__5.csv,21,46,0.6865671641791045,USA,67
5400,USA_CSV0000000000034882__3.csv,USA_CSV0000000000037101__4.csv,21,46,0.6865671641791045,USA,67
5401,USA_CSV0000000000034882__3.csv,USA_CSV0000000000037101__3.csv,21,46,0.6865671641791045,USA,67
5402,USA_CSV0000000000034882__3.csv,USA_CSV0000000000037101__1.csv,21,46,0.6865671641791045,USA,67
5403,USA_CSV0000000000034882__3.csv,USA_CSV0000000000037101__0.csv,21,46,0.6865671641791045,USA,67
5404,USA_CSV0000000000034882__3.csv,USA_CSV0000000000037101__2.csv,21,46,0.6865671641791045,USA,67
5416,USA_CSV0000000000034882__4.csv,USA_CSV0000000000037101__5.csv,21,46,0.6865671641791045,USA,67
5417,USA_CSV0000000000034882__4.csv,USA_CSV0000000000037101__4.csv,21,46,0.6865671641791045,USA,67
5418,USA_CSV0000000000034882__4.csv,USA_CSV0000000000037101__3.csv,21,46,0.6865671641791045,USA,67
5419,USA_CSV0000000000034882__4.csv,USA_CSV0000000000037101__1.csv,21,46,0.6865671641791045,USA,67
5420,USA_CSV0000000000034882__4.csv,USA_CSV0000000000037101__2.csv,21,46,0.6865671641791045,USA,67
5421,USA_CSV0000000000034882__5.csv,USA_CSV0000000000037101__5.csv,21,46,0.6865671641791045,USA,67
5422,USA_CSV0000000000034882__5.csv,USA_CSV0000000000037101__4.csv,21,46,0.6865671641791045,USA,67
5423,USA_CSV0000000000034882__5.csv,USA_CSV0000000000037101__3.csv,21,46,0.6865671641791045,USA,67
5424,USA_CSV0000000000034882__5.csv,USA_CSV0000000000037101__1.csv,21,46,0.6865671641791045,USA,67
5425,USA_CSV0000000000034882__5.csv,USA_CSV0000000000037101__0.csv,21,46,0.6865671641791045,USA,67
5426,USA_CSV0000000000034882__5.csv,USA_CSV0000000000037101__2.csv,21,46,0.6865671641791045,USA,67
5441,USA_CSV0000000000034913.csv,USA_CSV0000000000035398.csv,12,21,0.6363636363636364,USA,33
5448,USA_CSV0000000000034936.csv,USA_CSV0000000000032754.csv,15,19,0.5588235294117647,USA,34
5449,USA_CSV0000000000034936.csv,USA_CSV0000000000035866.csv,15,19,0.5588235294117647,USA,34
5450,USA_CSV0000000000034936.csv,USA_CSV0000000000031899.csv,15,19,0.5588235294117647,USA,34
5451,USA_CSV0000000000034936.csv,USA_CSV0000000000034355.csv,15,17,0.53125,USA,32
5452,USA_CSV0000000000034936.csv,USA_CSV0000000000032579.csv,15,19,0.5588235294117647,USA,34
5454,USA_CSV0000000000034936.csv,USA_CSV0000000000036256.csv,17,18,0.5142857142857142,USA,35
5506,USA_CSV0000000000035085__6.csv,USA_CSV0000000000035085.csv,10,30,0.75,USA,40
5543,USA_CSV0000000000035203.csv,USA_CSV0000000000035111.csv,30,8,0.2105263157894736,USA,38
5545,USA_CSV0000000000035203.csv,USA_CSV0000000000000703.csv,30,10,0.25,USA,40
5557,USA_CSV0000000000035271.csv,USA_CSV0000000000037163.csv,16,17,0.5151515151515151,USA,33
5560,USA_CSV0000000000035331__10.csv,USA_CSV0000000000035331.csv,41,51,0.5543478260869565,USA,92
5561,USA_CSV0000000000035331__10.csv,USA_CSV0000000000035331__34.csv,21,41,0.6612903225806451,USA,62
5562,USA_CSV0000000000035331__10.csv,USA_CSV0000000000033964.csv,39,53,0.5760869565217391,USA,92
5564,USA_CSV0000000000035331__10.csv,USA_CSV0000000000035331__33.csv,21,41,0.6612903225806451,USA,62
5568,USA_CSV0000000000035331__10.csv,USA_CSV0000000000035331__32.csv,21,41,0.6612903225806451,USA,62
5569,USA_CSV0000000000035331__10.csv,USA_CSV0000000000035331__30.csv,21,41,0.6612903225806451,USA,62
5571,USA_CSV0000000000035331__10.csv,USA_CSV0000000000035331__35.csv,21,41,0.6612903225806451,USA,62
5572,USA_CSV0000000000035331__10.csv,USA_CSV0000000000035331__31.csv,21,41,0.6612903225806451,USA,62
5574,USA_CSV0000000000035331__10.csv,USA_CSV0000000000035331__15.csv,16,46,0.7419354838709677,USA,62
5577,USA_CSV0000000000035331__11.csv,USA_CSV0000000000033964.csv,40,51,0.5604395604395604,USA,91
5580,USA_CSV0000000000035331__12.csv,USA_CSV0000000000035331__8.csv,16,46,0.7419354838709677,USA,62
5581,USA_CSV0000000000035331__12.csv,USA_CSV0000000000035331__11.csv,16,46,0.7419354838709677,USA,62
5582,USA_CSV0000000000035331__12.csv,USA_CSV0000000000035331__9.csv,16,46,0.7419354838709677,USA,62
5583,USA_CSV0000000000035331__12.csv,USA_CSV0000000000035331__6.csv,16,46,0.7419354838709677,USA,62
5584,USA_CSV0000000000035331__12.csv,USA_CSV0000000000035331__10.csv,16,46,0.7419354838709677,USA,62
5585,USA_CSV0000000000035331__12.csv,USA_CSV0000000000035331__7.csv,16,46,0.7419354838709677,USA,62
5586,USA_CSV0000000000035331__12.csv,USA_CSV0000000000035331__35.csv,18,41,0.6949152542372882,USA,59
5587,USA_CSV0000000000035331__12.csv,USA_CSV0000000000035331__33.csv,18,41,0.6949152542372882,USA,59
5588,USA_CSV0000000000035331__13.csv,USA_CSV0000000000035331__8.csv,16,46,0.7419354838709677,USA,62
5589,USA_CSV0000000000035331__13.csv,USA_CSV0000000000035331__11.csv,16,46,0.7419354838709677,USA,62
5590,USA_CSV0000000000035331__13.csv,USA_CSV0000000000035331__9.csv,16,46,0.7419354838709677,USA,62
